filenames,targets
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj7_98_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj7_98_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj7_98_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj7_98_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_23_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_23_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_23_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_23_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_23_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_23_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_31_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_31_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_31_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_31_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_31_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_31_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_3_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_3_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_3_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_3_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_3_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmaj_3_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_120_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_120_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_120_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_120_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_120_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_120_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_140_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_140_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_140_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_140_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_140_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_140_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_148_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_148_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_148_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_148_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_148_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin7_148_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_42_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_42_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_42_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_42_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_42_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_42_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_62_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_62_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_62_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_62_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_62_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_62_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_70_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_70_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_70_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_70_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_70_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Gmin_70_5.wav
